uuid,name,sex,age,age_group,ethnicity,mother_tongue,religion,marital_status,education_level,field_of_study,occupation,occupation_sector,employment_status,city,district,region,residence_type,country,cultural_background,descriere_generala,profil_profesional,hobby_sport,hobby_arta_cultura,hobby_calatorii,hobby_culinar,career_goals_and_ambitions,persona_summary,skills_and_expertise_list,hobbies_and_interests_list,generation_timestamp,census_reference_year
93b131c4-7125-4b6d-a84b-0969c2f2991c,Andrei Sandu,Masculin,49,45-54,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Paznic,Servicii,employed,Glodeni,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
dfdb218c-96f7-4410-9c65-3f18095f3228,Marcel Munteanu,Masculin,60,55-64,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Arte/Umanistice,Asistent medical,Agricultură,employed,Nisporeni,Ungheni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
837ffc3d-e0de-4537-b2a5-0acf803b2636,Mihaela Ionescu,Feminin,56,55-64,Român,Română,Ortodox,Căsătorit,Primar,,Îngrijitor,Servicii,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
3d17cdb1-0516-4130-afb0-d24b31380b69,Maria Rusu,Feminin,20,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Învățător,Servicii,other_inactive,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
be68a1b8-6856-40a6-8a44-1f7b7a7122a5,Viktor Topal,Masculin,41,35-44,Găgăuz,Găgăuză,Ortodox,Căsătorit,Profesional/Tehnic,,Agricultor,Agricultură,other_inactive,Rezina,Rezina,Centru,Rural,Moldova,,,,,,,,,,,,,2024
0064a577-758c-4304-a117-244e275af69a,Grigore Gheorghe,Masculin,19,15-24,Moldovean,Română,Nedeclarat,Necăsătorit,Liceal,,Student,Educație,student,Orhei,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
f5f538c2-ec88-4819-9762-c59df3eb7412,Victor Chirila,Masculin,41,35-44,Moldovean,Română,Ortodox,Căsătorit,Primar,,Învățător,Servicii,employed,Dondușeni,Mun. Bălți,Nord,Rural,Moldova,,,,,,,,,,,,,2024
e04b3982-6d2a-49a0-ae5e-1830ae12f9cc,Serghei Ursu,Masculin,40,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Bucătar,Industrie,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
86c23276-41e1-4254-b316-5cbb637b5cd6,Ilia Vasiliev,Masculin,38,35-44,Rus,Rusă,Ortodox,Căsătorit,Primar,,Vânzător,Servicii,employed,Chirsova,UTA Găgăuzia,Gagauzia,Rural,Moldova,,,,,,,,,,,,,2024
444570fa-9dc7-47e7-bc0e-43e6e2f1ec6a,Irina Rotaru,Feminin,49,45-54,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Fermier,Agricultură,employed,Leova,Taraclia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
78773177-8181-42dd-9074-ada5ce29242a,Marcel Chirila,Masculin,40,35-44,Moldovean,Română,Ortodox,Divorțat,Gimnazial,,Paznic,Servicii,other_inactive,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
f8007882-b51d-4fdc-8416-c26b9daeb1a5,Constantin Buza,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Gimnazial,,Tâmplar,Servicii,student,Telenești,Rezina,Centru,Rural,Moldova,,,,,,,,,,,,,2024
dbf8423f-d989-4dcd-beee-bc9931f1ef19,Victor Gheorghe,Masculin,38,35-44,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Agricultor,Agricultură,employed,Fălești,Mun. Bălți,Nord,Rural,Moldova,,,,,,,,,,,,,2024
00c46fe2-b055-4b01-a491-d57f64e21263,Valeriu Munteanu,Masculin,39,35-44,Moldovean,Română,Catolic,Căsătorit,Profesional/Tehnic,,Îngrijitor,Agricultură,other_inactive,Dubăsari,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
c93dc1b8-747e-48dd-a186-398e7fef631c,Lucian Gheorghe,Masculin,20,15-24,Român,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Agricultură,Manager,Servicii,student,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
1a817079-cf23-4f21-a5c1-febddc60f66f,Diana Popescu,Feminin,37,35-44,Român,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Meșteșugar,Agricultură,employed,Rîșcani,Rîșcani,Nord,Rural,Moldova,,,,,,,,,,,,,2024
a2cb2138-1a1f-4838-9d31-2a653f85b700,Konstantin Garstea,Masculin,88,65+,Găgăuz,Găgăuză,Musulman,Căsătorit,Gimnazial,,Pensionar (fost: profesor),,retired,Vulcănești,UTA Găgăuzia,Gagauzia,Rural,Moldova,,,,,,,,,,,,,2024
a85b48ab-8781-4295-8b8c-c1d5c0ec3aaf,Ghenadie Cazacu,Masculin,78,65+,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Economie/Finanțe,Îngrijitor,Agricultură,retired,Glodeni,Fălești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
ab402ffd-0d62-48b4-ba51-a1ca0099f62f,Andrei Melnic,Masculin,58,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Lăcătuș,Servicii,retired,Soroca,Sîngerei,Nord,Urban,Moldova,,,,,,,,,,,,,2024
26db7c04-e006-4ee2-93b7-6f1b4f3b001e,Galina Istrati,Feminin,38,35-44,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Tehnician,Industrie,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
8e22f317-760d-4478-87d5-4f642725c725,Anatolie Sirbu,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Învățător,Servicii,unemployed,Cimișlia,Taraclia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
62550c1b-ce0d-4bfc-8eee-702c9ee08d86,Rodica Rusu,Feminin,49,45-54,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),IT/Informatică,Asistent medical,Agricultură,employed,Dubăsari,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
251d3bb8-4e3b-4a77-ac92-428adcff191b,Maria Rusu,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Medic,Servicii,other_inactive,Cimișlia,Taraclia,Sud,Urban,Moldova,,,,,,,,,,,,,2024
06faf634-3bdd-49d9-be26-640cd3412485,Laura Voicu,Feminin,60,55-64,Român,Română,Ortodox,Căsătorit,Liceal,,Agricultor,Servicii,other_inactive,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
ae9e0d01-9e99-405e-995b-d65d511b9804,Gheorghe Costea,Masculin,57,55-64,Rrom,Română,Ortodox,Căsătorit,Primar,,Paznic,Servicii,retired,Ocnița,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
3966ab77-9827-4b2f-bae7-216518e9352c,Mykola Boyko,Masculin,42,35-44,Ucrainean,Ucraineană,Greco-Catolic,Căsătorit,Gimnazial,,Asistent medical,Servicii,employed,Soroca,Florești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
306b5271-e41c-4586-a08e-5aa3d067b1be,Valeriu Popa,Masculin,72,65+,Moldovean,Română,Ortodox,Văduv,Gimnazial,,Pensionar (fost: contabil),,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
9702da82-882c-4c1f-9161-278d3c329b14,Gheorghe Balan,Masculin,40,35-44,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Fermier,Agricultură,student,Criuleni,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
b67f34f8-50e7-4bf0-99a1-67f2691f697a,Ecaterina Ciobanu,Feminin,29,25-34,Moldovean,Română,Baptist,Necăsătorit,Profesional/Tehnic,,Vânzător,Industrie,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
10bc7b1f-f486-4d7f-ad17-cd9fbd0c8c8f,Alexandru Munteanu,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Educație/Pedagogie,Student,Educație,student,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
af0ba0b7-0bc6-4e6d-81dc-a8aba47622a3,Mihai Cojocari,Masculin,40,35-44,Moldovean,Română,Ortodox,Căsătorit,Primar,,Preot,Agricultură,employed,Nisporeni,Rezina,Centru,Rural,Moldova,,,,,,,,,,,,,2024
87d08055-cd66-4ad3-8b9c-dfcb6350c434,Grigore Lungu,Masculin,88,65+,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Pensionar (fost: contabil),,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
07dc6e62-1709-47fa-a91f-0972585a8a6f,Petr Ivanov,Masculin,21,15-24,Găgăuz,Găgăuză,Musulman,Necăsătorit,Gimnazial,,Zidar,Servicii,student,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
d5905535-5bad-4ebc-ad7f-1ae64cadcc11,Sergiu Cazacu,Masculin,61,55-64,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Bucătar,Servicii,retired,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
61caf312-0f3f-42c8-856b-86f3cb1a975e,Galina Ciorba,Feminin,82,65+,Moldovean,Română,Ortodox,Văduv,Gimnazial,,Pensionar (fost: profesor),,retired,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
649ac240-0b71-4a88-ac1d-48f2750dfb1f,Valeriu Grosu,Masculin,50,45-54,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Fermier,Agricultură,other_inactive,Drochia,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
3baade87-e9ff-443d-8143-7990a039f79d,Tamara Munteanu,Feminin,32,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),IT/Informatică,Muncitor necalificat,Servicii,other_inactive,Taraclia,Basarabeasca,Sud,Rural,Moldova,,,,,,,,,,,,,2024
94b63675-3717-4047-9b23-7c76ef1a0830,Natalia Rusu,Feminin,39,35-44,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Ospătar,Servicii,employed,Telenești,Ungheni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
5209f7da-998a-45c9-94ea-fb211f019675,Elena Cojocaru,Feminin,55,55-64,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Meșteșugar,Agricultură,retired,Drochia,Fălești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
90770e94-aa2e-4f93-a55b-53c34a0689bd,Dmitrii Harbuli,Masculin,47,45-54,Găgăuz,Găgăuză,Protestant,Căsătorit,Primar,,Vânzător,Servicii,employed,Ceadîr-Lunga,UTA Găgăuzia,Gagauzia,Rural,Moldova,,,,,,,,,,,,,2024
c6236148-b360-40eb-abf9-c749b371f597,Andrei Cojocaru,Masculin,37,35-44,Moldovean,Română,Ortodox,Căsătorit,Fără studii,,Meșteșugar,Agricultură,employed,Soroca,Ocnița,Nord,Rural,Moldova,,,,,,,,,,,,,2024
359a0302-0ec1-466b-909b-ef5262ba58cb,Olena Polishchuk,Feminin,49,45-54,Ucrainean,Ucraineană,Ortodox,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Manager,Servicii,other_inactive,Edineț,Edineț,Nord,Urban,Moldova,,,,,,,,,,,,,2024
4182af85-5318-42fd-900f-51f17d6f90ad,Maria Ciobanu,Feminin,39,35-44,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Vânzător,Industrie,employed,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
b3e8e05e-6726-469f-9133-9c1f00aa4c06,Sergiu Sandu,Masculin,25,25-34,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Asistent medical,Agricultură,employed,Rezina,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
fa73d019-c072-474d-b497-9e85d30416a8,Olga Cercheș,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Vânzător,Servicii,employed,Rezina,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
4acab4dc-0bb8-453d-ab96-22e331a585c7,Viorica Rotaru,Feminin,58,55-64,Moldovean,Română,Ortodox,Căsătorit,Primar,,Șofer,Servicii,retired,Călărași,Călărași,Centru,Urban,Moldova,,,,,,,,,,,,,2024
af15d476-9d50-4ff3-8dda-7b570edae3cb,Nicolae Gheorghe,Masculin,39,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Asistent medical,Servicii,employed,Nisporeni,Telenești,Centru,Urban,Moldova,,,,,,,,,,,,,2024
9d10cca0-080b-4932-9504-330aa508f219,Ivan Kolev,Masculin,58,55-64,Bulgar,Bulgară,Ortodox,Necăsătorit,Primar,,Zidar,Servicii,retired,Fălești,Rîșcani,Nord,Rural,Moldova,,,,,,,,,,,,,2024
f08f6cc6-c7de-4748-9897-6ca87b2e1cb9,Cristina Ionescu,Feminin,74,65+,Român,Română,Ortodox,Văduv,Liceal,,Pensionar (fost: muncitor),,retired,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
074c76da-186f-42b7-b591-79c46d11462c,Vitalii Ivanov,Masculin,47,45-54,Ucrainean,Ucraineană,Ortodox,Căsătorit,Profesional/Tehnic,,Muncitor necalificat,Servicii,employed,Florești,Soroca,Nord,Rural,Moldova,,,,,,,,,,,,,2024
23047397-7ad2-4a61-a226-baa0bae6e342,Ghenadie Cojocaru,Masculin,59,55-64,Moldovean,Română,Ortodox,Separat,Profesional/Tehnic,,Tehnician,Servicii,retired,Drochia,Fălești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
0422cbf4-339f-459e-8f19-8f16acb03cf2,Ghenadie Cebotari,Masculin,25,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Științe Sociale,Economist,Servicii,student,Bubuieci,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
8a514326-3c96-4bc3-99f7-f0a67a4ade9e,Ion Munteanu,Masculin,56,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Muncitor necalificat,Servicii,unemployed,Nisporeni,Rezina,Centru,Rural,Moldova,,,,,,,,,,,,,2024
3c0ac8f2-d316-43c7-8268-a58069381e12,Valeriu Rusu,Masculin,39,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Meșteșugar,Agricultură,employed,Criuleni,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
54b4d876-b45f-4954-93c5-ed91fb053cb0,Tamara Gheorghe,Feminin,41,35-44,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Inginerie,Lăcătuș,Servicii,employed,Cimișlia,Basarabeasca,Sud,Rural,Moldova,,,,,,,,,,,,,2024
0619f828-853a-4282-8eae-0cd42ae0dbb9,Svitlana Oliynyk,Feminin,76,65+,Ucrainean,Ucraineană,Greco-Catolic,Căsătorit,Gimnazial,,Pensionar (fost: muncitor),,retired,Basarabeasca,Cahul,Sud,Rural,Moldova,,,,,,,,,,,,,2024
edd4370a-23a1-4a6b-b158-bb9c99c90aba,Gheorghe Cojocari,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Medicină/Sănătate,Student,Educație,student,Telenești,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
f669b3ec-0a51-418b-9697-f3ea49d518ca,Ana Gheorghe,Feminin,59,55-64,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Drept,Psiholog,Servicii,employed,Cantemir,Cantemir,Sud,Urban,Moldova,,,,,,,,,,,,,2024
14ef7370-b177-4abc-9938-3c51f3212026,Maria Ivanov,Feminin,56,55-64,Găgăuz,Găgăuză,Musulman,Divorțat,Primar,,Îngrijitor,Servicii,employed,Leova,Leova,Sud,Rural,Moldova,,,,,,,,,,,,,2024
ebde425a-5d5f-4917-9cf8-fed1f22dd31d,Anatolie Cojocaru,Masculin,78,65+,Moldovean,Română,Fără religie/Ateu,Văduv,Superior (Licență/Master),Economie/Finanțe,Contabil,Servicii,retired,Ungheni,Orhei,Centru,Urban,Moldova,,,,,,,,,,,,,2024
7924dc55-fcc3-4193-bb6b-cbfa7cbb0a89,Iurie Buza,Masculin,75,65+,Moldovean,Română,Ortodox,Văduv,Primar,,Pensionar (fost: profesor),,retired,Cantemir,Taraclia,Sud,Urban,Moldova,,,,,,,,,,,,,2024
7ec06ec2-a8d8-4e5c-b9a2-9f7470560039,Rodica Popa,Feminin,42,35-44,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Manager,Servicii,other_inactive,Cimișlia,Cahul,Sud,Urban,Moldova,,,,,,,,,,,,,2024
dc4e5885-c48d-4f86-8269-4bd45636dad7,Tatiana Sandu,Feminin,39,35-44,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Economie/Finanțe,Programator,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
a706a7c0-55e1-41c5-bd81-40bdc63996d8,Irina Buza,Feminin,43,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Tâmplar,Servicii,employed,Sîngerei,Sîngerei,Nord,Rural,Moldova,,,,,,,,,,,,,2024
f53fcf4f-2cc0-47cf-ad4b-acb60e089c49,Vasile Buza,Masculin,22,15-24,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Paznic,Servicii,student,Rîșcani,Florești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
eda35b88-1b58-41ef-9afd-a8a330d112e4,Alina Munteanu,Feminin,30,25-34,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Comerciant mic,Agricultură,unemployed,Dubăsari,Criuleni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
e5bd6594-0de3-4217-a9d4-8cac6608499a,Constantin Buza,Masculin,58,55-64,Moldovean,Română,Penticostal,Căsătorit,Profesional/Tehnic,,Agricultor,Agricultură,retired,Taraclia,Basarabeasca,Sud,Rural,Moldova,,,,,,,,,,,,,2024
789fb737-7945-4573-bb20-99e82a1979f9,Dmitrii Bostan,Masculin,41,35-44,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Tehnician,Servicii,employed,Cahul,Cantemir,Sud,Urban,Moldova,,,,,,,,,,,,,2024
8f1a1a02-a67b-4f28-b63c-2a268fdc43f6,Natalia Karaman,Feminin,26,25-34,Găgăuz,Găgăuză,Ortodox,Necăsătorit,Profesional/Tehnic,,Meșteșugar,Agricultură,employed,Leova,Cahul,Sud,Rural,Moldova,,,,,,,,,,,,,2024
3794d8a3-3059-4bd5-8d06-cb5fef309b32,Ana Cazacu,Feminin,29,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Inginerie,Consultant IT,Servicii,other_inactive,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
8c9f9087-02f8-46d7-ab66-6b99d7704417,Olga Sandu,Feminin,62,55-64,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Zidar,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
7f953621-422b-49ee-adc7-7d35dad9dea2,Nina Dimitrov,Feminin,57,55-64,Bulgar,Bulgară,Catolic,Căsătorit,Gimnazial,,Îngrijitor,Servicii,homemaker,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
cb1ce8c1-c195-4cc9-a7cb-238ec4795671,Elena Rotaru,Feminin,29,25-34,Moldovean,Română,Catolic,Căsătorit,Superior (Licență/Master),Educație/Pedagogie,Agricultor,Agricultură,homemaker,Orhei,Ungheni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
acb7bcca-285a-4792-a02d-91b55bee03f7,Vladimir Sirbu,Masculin,59,55-64,Moldovean,Română,Ortodox,Căsătorit,Primar,,Fermier,Agricultură,retired,Telenești,Strășeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
dadc9d8f-bec6-4669-b218-a436329b6ae0,Liliana Cazac,Feminin,39,35-44,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Secretar,Servicii,employed,Cahul,Cahul,Sud,Urban,Moldova,,,,,,,,,,,,,2024
41243638-345b-4a4a-a3d5-110004ccd47c,Paul Gheorghe,Masculin,58,55-64,Român,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Instalator,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
d3737fb3-6156-45c4-a654-42e4241a5561,Natalia Gheorghe,Feminin,47,45-54,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Învățător,Servicii,other_inactive,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
1f7946fa-a8fd-4967-b7f9-967f20f46dcb,Victor Cojocaru,Masculin,19,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Personal de curățenie,Servicii,student,Ocnița,Mun. Bălți,Nord,Rural,Moldova,,,,,,,,,,,,,2024
ce8ccc15-83d1-46e1-b411-ccb54230b3a9,Tatiana Jardan,Feminin,20,15-24,Găgăuz,Găgăuză,Ortodox,Necăsătorit,Liceal,,Student,Educație,student,Vulcănești,UTA Găgăuzia,Gagauzia,Rural,Moldova,,,,,,,,,,,,,2024
8f2e7c85-5c3b-46e9-8380-a7cfd39111d0,Gheorghe Bostan,Masculin,26,25-34,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Instalator,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
5821f019-c2cb-450e-be55-0e2a19ee3021,Irina Popa,Feminin,39,35-44,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Șofer,Servicii,employed,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
5fc52009-90ba-4f11-a75a-8c637223e586,Valeriu Popa,Masculin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Primar,,Îngrijitor,Agricultură,homemaker,Ocnița,Florești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
48dd08a6-669c-4040-abd3-081c4972f67a,Galina Garstea,Feminin,28,25-34,Găgăuz,Găgăuză,Ortodox,Necăsătorit,Superior (Licență/Master),Medicină/Sănătate,Avocat,Servicii,employed,Ceadîr-Lunga,UTA Găgăuzia,Gagauzia,Urban,Moldova,,,,,,,,,,,,,2024
2e760501-d5ac-475e-9467-c01c2bd3282d,Daniela Gheorghe,Feminin,46,45-54,Moldovean,Română,Nedeclarat,Căsătorit,Liceal,,Secretar,Servicii,other_inactive,Rezina,Rezina,Centru,Rural,Moldova,,,,,,,,,,,,,2024
c81cfcc6-66db-4a7c-856d-ec6f6398d7a5,Tamara Lungu,Feminin,79,65+,Moldovean,Română,Ortodox,Căsătorit,Primar,,Asistent medical,Servicii,other_inactive,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
1bea816b-604c-4bfa-bcfd-4f04be88cfb5,Viorica Cebotari,Feminin,56,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Comerciant mic,Agricultură,retired,Telenești,Orhei,Centru,Rural,Moldova,,,,,,,,,,,,,2024
05494e95-d450-4709-a88e-ab9bac93af1e,Nikolai Esir,Masculin,20,15-24,Găgăuz,Găgăuză,Musulman,Necăsătorit,Liceal,,Student,Educație,student,Budești,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
22f34a99-7a92-4c1a-9900-184311a69420,Vitalie Lungu,Masculin,21,15-24,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Zidar,Servicii,student,Taraclia,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
c9b81cc2-ae5c-4889-9c59-97140089e312,Maria Bostan,Feminin,40,35-44,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Agricultor,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
e86f5b9c-6ca4-45ef-9dd7-d0469eff0374,Liudmila Melnic,Feminin,59,55-64,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Asistent medical,Servicii,employed,Glodeni,Fălești,Nord,Rural,Moldova,,,,,,,,,,,,,2024
145712cf-14a9-430a-a096-d73d8ffc0e03,Lidia Chirila,Feminin,28,25-34,Moldovean,Română,Ortodox,Necăsătorit,Profesional/Tehnic,,Preot,Agricultură,employed,Criuleni,Rezina,Centru,Rural,Moldova,,,,,,,,,,,,,2024
13a392b2-0463-4c6e-8aeb-62340bb70688,Doina Ursu,Feminin,20,15-24,Moldovean,Română,Ortodox,Necăsătorit,Liceal,,Student,Educație,student,Ungheni,Criuleni,Centru,Urban,Moldova,,,,,,,,,,,,,2024
23b65101-a659-497f-99dd-b1750cb9930c,Tatiana Rusu,Feminin,62,55-64,Moldovean,Română,Ortodox,Căsătorit,Primar,,Fermier,Agricultură,other_inactive,Călărași,Călărași,Centru,Rural,Moldova,,,,,,,,,,,,,2024
81bb6523-d33b-4e83-9c06-d70049581cb4,Galina Ciobanu,Feminin,28,25-34,Moldovean,Română,Ortodox,Căsătorit,Superior (Licență/Master),Medicină/Sănătate,Învățător,Agricultură,homemaker,Soroca,Glodeni,Nord,Rural,Moldova,,,,,,,,,,,,,2024
ee49bd08-5b0c-483e-a6a8-67fc7c8b15bd,Svetlana Bostan,Feminin,38,35-44,Moldovean,Română,Ortodox,Căsătorit,Profesional/Tehnic,,Asistent medical,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
20ca27db-f034-4065-9dd1-04dadb9b4858,Svetlana Sandu,Feminin,29,25-34,Moldovean,Română,Ortodox,Necăsătorit,Superior (Licență/Master),Educație/Pedagogie,Psiholog,Servicii,employed,Chișinău,Mun. Chișinău,Chisinau,Urban,Moldova,,,,,,,,,,,,,2024
dce7422b-32e4-4b35-9e7c-655bafaaf809,Natalia Ciobanu,Feminin,37,35-44,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Paznic,Servicii,employed,Cimișlia,Cimișlia,Sud,Rural,Moldova,,,,,,,,,,,,,2024
e5179963-79ff-4d8e-b338-52fdb8c2b34e,Radu Sirbu,Masculin,69,65+,Moldovean,Română,Ortodox,Căsătorit,Liceal,,Ospătar,Servicii,retired,Călărași,Nisporeni,Centru,Rural,Moldova,,,,,,,,,,,,,2024
77e365e2-b0f3-4eb0-9ea5-53f4ea8f1329,Ecaterina Cojocaru,Feminin,46,45-54,Moldovean,Română,Ortodox,Căsătorit,Gimnazial,,Paznic,Servicii,employed,Nisporeni,Ungheni,Centru,Urban,Moldova,,,,,,,,,,,,,2024
